time,t2m,prectotland,precsnoland,snomas,rhoa,swgdn,swtdn,cldtot
2019-01-01 00:00,7.387,0.124,0.0,0.0,1.249,0.0,0.0,0.931
2019-01-01 01:00,7.472,0.2,0.0,0.0,1.247,0.0,0.0,0.865
2019-01-01 02:00,7.635,0.196,0.0,0.0,1.244,0.0,0.0,0.701
2019-01-01 03:00,7.224,0.061,0.0,0.0,1.245,0.0,0.0,0.387
2019-01-01 04:00,6.147,0.018,0.0,0.0,1.25,0.0,0.0,0.128
2019-01-01 05:00,5.573,0.022,0.0,0.0,1.253,0.0,0.0,0.137
2019-01-01 06:00,5.521,0.022,0.0,0.0,1.253,0.0,0.0,0.329
2019-01-01 07:00,5.587,0.022,0.0,0.0,1.252,0.047,0.358,0.359
2019-01-01 08:00,5.754,0.02,0.0,0.0,1.251,16.719,74.416,0.287
2019-01-01 09:00,5.792,0.007,0.0,0.0,1.252,62.084,181.604,0.2
2019-01-01 10:00,5.764,0.003,0.0,0.0,1.252,115.512,245.244,0.105
2019-01-01 11:00,5.535,0.001,0.0,0.0,1.254,130.211,260.91,0.101
2019-01-01 12:00,5.209,0.001,0.0,0.0,1.255,110.73,227.687,0.122
2019-01-01 13:00,4.864,0.0,0.0,0.0,1.256,59.832,147.711,0.146
2019-01-01 14:00,4.457,0.0,0.0,0.0,1.258,9.359,33.553,0.395
2019-01-01 15:00,4.174,0.001,0.0,0.0,1.26,0.0,0.0,0.728
2019-01-01 16:00,4.153,0.003,0.0,0.0,1.26,0.0,0.0,0.817
2019-01-01 17:00,4.563,0.001,0.0,0.0,1.259,0.0,0.0,0.842
2019-01-01 18:00,5.082,0.0,0.0,0.0,1.258,0.0,0.0,0.707
2019-01-01 19:00,5.495,0.0,0.0,0.0,1.258,0.0,0.0,0.493
2019-01-01 20:00,5.208,0.0,0.0,0.0,1.261,0.0,0.0,0.101
2019-01-01 21:00,4.696,0.0,0.0,0.0,1.266,0.0,0.0,0.105
2019-01-01 22:00,4.334,0.002,0.0,0.0,1.269,0.0,0.0,0.162
2019-01-01 23:00,3.962,0.01,0.0,0.0,1.273,0.0,0.0,0.144
2019-01-02 00:00,3.606,0.011,0.0,0.0,1.276,0.0,0.0,0.137
2019-01-02 01:00,3.337,0.004,0.0,0.0,1.28,0.0,0.0,0.167
2019-01-02 02:00,3.089,0.002,0.0,0.0,1.282,0.0,0.0,0.124
2019-01-02 03:00,2.872,0.002,0.0,0.0,1.285,0.0,0.0,0.078
2019-01-02 04:00,2.726,0.0,0.0,0.0,1.287,0.0,0.0,0.074
2019-01-02 05:00,2.585,0.0,0.0,0.0,1.289,0.0,0.0,0.064
2019-01-02 06:00,2.344,0.0,0.0,0.0,1.292,0.0,0.0,0.048
2019-01-02 07:00,2.204,0.001,0.0,0.0,1.294,0.101,0.466,0.05
2019-01-02 08:00,2.261,0.001,0.0,0.0,1.295,33.199,76.254,0.037
2019-01-02 09:00,2.562,0.001,0.0,0.0,1.296,100.968,183.513,0.031
2019-01-02 10:00,2.98,0.001,0.0,0.0,1.296,148.214,247.198,0.027
2019-01-02 11:00,3.341,0.0,0.0,0.0,1.295,160.673,262.91,0.025
2019-01-02 12:00,3.416,0.0,0.0,0.0,1.295,135.417,229.653,0.02
2019-01-02 13:00,2.959,0.0,0.0,0.0,1.295,79.111,149.608,0.018
2019-01-02 14:00,1.759,0.0,0.0,0.0,1.298,13.778,34.854,0.023
2019-01-02 15:00,0.825,0.0,0.0,0.0,1.299,0.0,0.0,0.023
2019-01-02 16:00,0.294,0.0,0.0,0.0,1.301,0.0,0.0,0.021
2019-01-02 17:00,-0.141,0.0,0.0,0.0,1.302,0.0,0.0,0.016
2019-01-02 18:00,-0.39,0.0,0.0,0.0,1.302,0.0,0.0,0.011
2019-01-02 19:00,-0.488,0.0,0.0,0.0,1.303,0.0,0.0,0.008
2019-01-02 20:00,-0.562,0.0,0.0,0.0,1.304,0.0,0.0,0.006
2019-01-02 21:00,-0.681,0.0,0.0,0.0,1.305,0.0,0.0,0.004
2019-01-02 22:00,-0.787,0.0,0.0,0.0,1.306,0.0,0.0,0.003
2019-01-02 23:00,-0.846,0.0,0.0,0.0,1.307,0.0,0.0,0.002
2019-01-03 00:00,-0.873,0.0,0.0,0.0,1.308,0.0,0.0,0.002
2019-01-03 01:00,-0.905,0.0,0.0,0.0,1.308,0.0,0.0,0.001
2019-01-03 02:00,-0.918,0.0,0.0,0.0,1.309,0.0,0.0,0.001
2019-01-03 03:00,-0.946,0.0,0.0,0.0,1.309,0.0,0.0,0.002
2019-01-03 04:00,-0.979,0.0,0.0,0.0,1.31,0.0,0.0,0.002
2019-01-03 05:00,-0.991,0.0,0.0,0.0,1.311,0.0,0.0,0.003
2019-01-03 06:00,-1.029,0.0,0.0,0.0,1.312,0.0,0.0,0.213
2019-01-03 07:00,-0.952,0.0,0.0,0.0,1.312,0.153,0.618,0.935
2019-01-03 08:00,-0.383,0.0,0.0,0.0,1.313,28.686,78.254,0.952
2019-01-03 09:00,0.67,0.0,0.0,0.0,1.312,73.254,185.604,0.967
2019-01-03 10:00,1.452,0.0,0.0,0.0,1.309,102.212,249.323,0.983
2019-01-03 11:00,1.981,0.0,0.0,0.0,1.306,122.171,265.035,0.966
2019-01-03 12:00,2.079,0.0,0.0,0.0,1.304,112.581,231.778,0.936
2019-01-03 13:00,1.431,0.0,0.0,0.0,1.303,62.307,151.727,0.755
2019-01-03 14:00,0.42,0.0,0.0,0.0,1.303,13.125,36.307,0.331
2019-01-03 15:00,0.026,0.0,0.0,0.0,1.303,0.0,0.0,0.201
2019-01-03 16:00,0.058,0.0,0.0,0.0,1.303,0.0,0.0,0.734
2019-01-03 17:00,0.128,0.0,0.0,0.0,1.303,0.0,0.0,0.948
2019-01-03 18:00,0.602,0.0,0.0,0.0,1.303,0.0,0.0,0.952
2019-01-03 19:00,1.423,0.002,0.0,0.0,1.303,0.0,0.0,0.983
2019-01-03 20:00,2.038,0.006,0.0,0.0,1.301,0.0,0.0,0.98
2019-01-03 21:00,2.353,0.01,0.0,0.0,1.299,0.0,0.0,0.963
2019-01-03 22:00,2.54,0.011,0.0,0.0,1.297,0.0,0.0,0.959
2019-01-03 23:00,2.64,0.013,0.0,0.0,1.296,0.0,0.0,0.988
2019-01-04 00:00,2.714,0.01,0.0,0.0,1.295,0.0,0.0,0.973
2019-01-04 01:00,2.881,0.005,0.0,0.0,1.293,0.0,0.0,0.996
2019-01-04 02:00,3.067,0.003,0.0,0.0,1.291,0.0,0.0,0.996
2019-01-04 03:00,3.155,0.002,0.0,0.0,1.289,0.0,0.0,0.993
2019-01-04 04:00,3.019,0.001,0.0,0.0,1.288,0.0,0.0,0.993
2019-01-04 05:00,2.94,0.001,0.0,0.0,1.288,0.0,0.0,0.994
2019-01-04 06:00,2.924,0.0,0.0,0.0,1.288,0.0,0.0,0.995
2019-01-04 07:00,3.016,0.0,0.0,0.0,1.287,0.08,0.804,0.992
2019-01-04 08:00,3.173,0.001,0.0,0.0,1.286,16.001,80.436,0.973
2019-01-04 09:00,3.47,0.002,0.0,0.0,1.285,66.195,187.87,0.966
2019-01-04 10:00,3.811,0.003,0.0,0.0,1.283,97.735,251.642,0.953
2019-01-04 11:00,4.31,0.005,0.0,0.0,1.28,101.439,267.41,0.958
2019-01-04 12:00,4.892,0.006,0.0,0.0,1.276,80.339,234.102,0.972
2019-01-04 13:00,5.251,0.005,0.0,0.0,1.273,37.673,153.983,0.976
2019-01-04 14:00,5.462,0.004,0.0,0.0,1.27,6.855,37.914,0.972
2019-01-04 15:00,5.708,0.006,0.0,0.0,1.268,0.0,0.0,0.972
2019-01-04 16:00,5.936,0.008,0.0,0.0,1.266,0.0,0.0,0.978
2019-01-04 17:00,6.085,0.008,0.0,0.0,1.265,0.0,0.0,0.991
2019-01-04 18:00,6.151,0.001,0.0,0.0,1.264,0.0,0.0,0.99
2019-01-04 19:00,6.157,0.001,0.0,0.0,1.263,0.0,0.0,0.984
2019-01-04 20:00,6.05,0.001,0.0,0.0,1.263,0.0,0.0,0.977
2019-01-04 21:00,6.047,0.003,0.0,0.0,1.263,0.0,0.0,0.978
2019-01-04 22:00,6.156,0.011,0.0,0.0,1.262,0.0,0.0,0.978
2019-01-04 23:00,6.303,0.026,0.0,0.0,1.261,0.0,0.0,0.982
2019-01-05 00:00,6.356,0.012,0.0,0.0,1.26,0.0,0.0,0.98
2019-01-05 01:00,6.3,0.002,0.0,0.0,1.26,0.0,0.0,0.853
2019-01-05 02:00,6.066,0.002,0.0,0.0,1.261,0.0,0.0,0.418
2019-01-05 03:00,5.691,0.003,0.0,0.0,1.263,0.0,0.0,0.447
2019-01-05 04:00,5.343,0.006,0.0,0.0,1.266,0.0,0.0,0.578
2019-01-05 05:00,5.025,0.006,0.0,0.0,1.268,0.0,0.0,0.677
2019-01-05 06:00,4.774,0.006,0.0,0.0,1.271,0.0,0.0,0.807
2019-01-05 07:00,4.599,0.006,0.0,0.0,1.273,0.137,1.038,0.864
2019-01-05 08:00,4.63,0.002,0.0,0.0,1.273,22.007,82.783,0.844
2019-01-05 09:00,5.215,0.0,0.0,0.0,1.272,84.059,190.325,0.797
2019-01-05 10:00,5.877,0.0,0.0,0.0,1.269,144.992,254.17,0.774
2019-01-05 11:00,6.318,0.0,0.0,0.0,1.268,156.819,269.91,0.877
2019-01-05 12:00,6.355,0.0,0.0,0.0,1.266,127.058,236.602,0.929
2019-01-05 13:00,5.599,0.0,0.0,0.0,1.266,68.217,156.421,0.91
2019-01-05 14:00,4.81,0.0,0.0,0.0,1.266,12.478,39.68,0.854
2019-01-05 15:00,4.436,0.0,0.0,0.0,1.268,0.0,0.0,0.672
2019-01-05 16:00,4.214,0.0,0.0,0.0,1.27,0.0,0.0,0.346
2019-01-05 17:00,4.082,0.0,0.0,0.0,1.272,0.0,0.0,0.191
2019-01-05 18:00,4.075,0.0,0.0,0.0,1.273,0.0,0.0,0.219
2019-01-05 19:00,4.006,0.0,0.0,0.0,1.275,0.0,0.0,0.27
2019-01-05 20:00,3.991,0.0,0.0,0.0,1.277,0.0,0.0,0.267
2019-01-05 21:00,3.808,0.001,0.0,0.0,1.279,0.0,0.0,0.364
2019-01-05 22:00,3.492,0.003,0.0,0.0,1.281,0.0,0.0,0.531
2019-01-05 23:00,3.079,0.008,0.0,0.0,1.284,0.0,0.0,0.662
2019-01-06 00:00,2.743,0.011,0.0,0.0,1.287,0.0,0.0,0.671
2019-01-06 01:00,2.422,0.012,0.0,0.0,1.29,0.0,0.0,0.681
2019-01-06 02:00,2.202,0.014,0.0,0.0,1.292,0.0,0.0,0.69
2019-01-06 03:00,1.828,0.019,0.01,0.001,1.295,0.0,0.0,0.756
2019-01-06 04:00,1.45,0.026,0.023,0.003,1.297,0.0,0.0,0.849
2019-01-06 05:00,1.126,0.019,0.016,0.002,1.299,0.0,0.0,0.896
2019-01-06 06:00,0.971,0.017,0.011,0.001,1.3,0.0,0.0,0.932
2019-01-06 07:00,1.117,0.017,0.007,0.001,1.3,0.114,1.334,0.967
2019-01-06 08:00,1.681,0.023,0.003,0.0,1.297,7.639,85.314,0.972
2019-01-06 09:00,2.353,0.026,0.0,0.0,1.293,19.644,192.933,0.95
2019-01-06 10:00,2.981,0.025,0.0,0.0,1.29,28.512,256.807,0.943
2019-01-06 11:00,3.473,0.029,0.0,0.0,1.287,29.076,272.66,0.932
2019-01-06 12:00,3.927,0.029,0.0,0.0,1.283,27.375,239.278,0.9
2019-01-06 13:00,4.193,0.036,0.0,0.0,1.28,17.92,159.046,0.905
2019-01-06 14:00,4.324,0.034,0.0,0.0,1.278,3.709,41.606,0.899
2019-01-06 15:00,4.545,0.03,0.0,0.0,1.277,0.0,0.0,0.904
2019-01-06 16:00,4.66,0.025,0.0,0.0,1.277,0.0,0.0,0.867
2019-01-06 17:00,4.61,0.017,0.0,0.0,1.277,0.0,0.0,0.85
2019-01-06 18:00,4.507,0.013,0.0,0.0,1.277,0.0,0.0,0.796
2019-01-06 19:00,4.553,0.016,0.0,0.0,1.277,0.0,0.0,0.913
2019-01-06 20:00,4.473,0.019,0.0,0.0,1.278,0.0,0.0,0.958
2019-01-06 21:00,4.348,0.017,0.0,0.0,1.278,0.0,0.0,0.97
2019-01-06 22:00,4.363,0.013,0.0,0.0,1.278,0.0,0.0,0.967
2019-01-06 23:00,4.483,0.015,0.0,0.0,1.277,0.0,0.0,0.985
2019-01-07 00:00,4.745,0.021,0.0,0.0,1.276,0.0,0.0,0.994
2019-01-07 01:00,4.917,0.028,0.0,0.0,1.276,0.0,0.0,0.991
2019-01-07 02:00,4.982,0.028,0.0,0.0,1.276,0.0,0.0,0.996
2019-01-07 03:00,4.988,0.025,0.0,0.0,1.275,0.0,0.0,0.997
2019-01-07 04:00,4.975,0.023,0.0,0.0,1.276,0.0,0.0,0.995
2019-01-07 05:00,4.814,0.02,0.0,0.0,1.276,0.0,0.0,0.986
2019-01-07 06:00,4.519,0.016,0.0,0.0,1.277,0.0,0.0,0.982
2019-01-07 07:00,4.181,0.009,0.0,0.0,1.278,0.144,1.685,0.982
2019-01-07 08:00,4.086,0.007,0.0,0.0,1.278,17.049,88.002,0.981
2019-01-07 09:00,4.213,0.006,0.0,0.0,1.278,47.392,195.7,0.984
2019-01-07 10:00,4.444,0.005,0.0,0.0,1.276,77.8,259.682,0.987
2019-01-07 11:00,4.689,0.005,0.0,0.0,1.274,88.871,275.535,0.986
2019-01-07 12:00,4.773,0.007,0.0,0.0,1.271,68.838,242.108,0.986
2019-01-07 13:00,4.672,0.013,0.0,0.0,1.269,35.287,161.836,0.993
2019-01-07 14:00,4.593,0.116,0.0,0.0,1.267,3.335,43.71,0.998
2019-01-07 15:00,4.931,0.458,0.0,0.0,1.262,0.0,0.0,0.997
2019-01-07 16:00,5.386,1.073,0.0,0.0,1.256,0.0,0.0,0.994
2019-01-07 17:00,5.773,1.273,0.0,0.0,1.251,0.0,0.0,0.994
2019-01-07 18:00,6.046,0.781,0.0,0.0,1.247,0.0,0.0,0.982
2019-01-07 19:00,6.387,0.163,0.0,0.0,1.243,0.0,0.0,0.854
2019-01-07 20:00,6.414,0.029,0.0,0.0,1.241,0.0,0.0,0.769
2019-01-07 21:00,6.091,0.019,0.0,0.0,1.241,0.0,0.0,0.707
2019-01-07 22:00,5.719,0.082,0.0,0.0,1.241,0.0,0.0,0.675
2019-01-07 23:00,5.519,0.3,0.0,0.0,1.24,0.0,0.0,0.794
2019-01-08 00:00,5.468,0.289,0.0,0.0,1.238,0.0,0.0,0.796
2019-01-08 01:00,5.52,0.212,0.0,0.0,1.236,0.0,0.0,0.741
2019-01-08 02:00,5.595,0.767,0.0,0.0,1.232,0.0,0.0,0.873
2019-01-08 03:00,5.322,0.947,0.0,0.0,1.231,0.0,0.0,0.948
2019-01-08 04:00,5.127,0.324,0.0,0.0,1.231,0.0,0.0,0.921
2019-01-08 05:00,5.347,0.05,0.0,0.0,1.232,0.0,0.0,0.814
2019-01-08 06:00,5.379,0.022,0.0,0.0,1.233,0.0,0.0,0.731
2019-01-08 07:00,5.03,0.017,0.0,0.0,1.237,0.144,2.109,0.73
2019-01-08 08:00,4.207,0.008,0.0,0.0,1.243,15.916,90.854,0.524
2019-01-08 09:00,3.451,0.005,0.0,0.0,1.249,74.732,198.673,0.225
2019-01-08 10:00,3.335,0.008,0.0,0.0,1.251,145.648,262.682,0.251
2019-01-08 11:00,3.348,0.023,0.0,0.0,1.252,125.589,278.535,0.57
2019-01-08 12:00,3.207,0.05,0.0,0.0,1.253,77.261,245.124,0.651
2019-01-08 13:00,2.915,0.076,0.0,0.0,1.255,41.16,164.779,0.617
2019-01-08 14:00,2.601,0.098,0.0,0.0,1.257,7.658,45.986,0.677
2019-01-08 15:00,2.61,0.094,0.0,0.0,1.259,0.0,0.0,0.79
2019-01-08 16:00,2.789,0.069,0.0,0.0,1.259,0.0,0.0,0.903
2019-01-08 17:00,2.97,0.038,0.0,0.0,1.259,0.0,0.0,0.914
2019-01-08 18:00,3.025,0.036,0.0,0.0,1.26,0.0,0.0,0.878
2019-01-08 19:00,2.884,0.014,0.0,0.0,1.261,0.0,0.0,0.891
2019-01-08 20:00,2.69,0.006,0.0,0.0,1.263,0.0,0.0,0.909
2019-01-08 21:00,2.572,0.002,0.0,0.0,1.265,0.0,0.0,0.911
2019-01-08 22:00,2.545,0.001,0.0,0.0,1.266,0.0,0.0,0.89
2019-01-08 23:00,2.576,0.0,0.0,0.0,1.267,0.0,0.0,0.826
2019-01-09 00:00,2.629,0.001,0.0,0.0,1.267,0.0,0.0,0.728
2019-01-09 01:00,2.647,0.001,0.0,0.0,1.268,0.0,0.0,0.681
2019-01-09 02:00,2.519,0.001,0.0,0.0,1.27,0.0,0.0,0.44
2019-01-09 03:00,2.236,0.0,0.0,0.0,1.272,0.0,0.0,0.161
2019-01-09 04:00,1.986,0.0,0.0,0.0,1.274,0.0,0.0,0.075
2019-01-09 05:00,1.824,0.0,0.0,0.0,1.276,0.0,0.0,0.015
2019-01-09 06:00,1.734,0.0,0.0,0.0,1.278,0.0,0.0,0.0
2019-01-09 07:00,1.641,0.0,0.0,0.0,1.279,0.637,2.622,0.0
2019-01-09 08:00,1.684,0.0,0.0,0.0,1.281,43.296,93.885,0.0
2019-01-09 09:00,2.113,0.0,0.0,0.0,1.281,114.848,201.769,0.0
2019-01-09 10:00,2.609,0.0,0.0,0.0,1.281,164.049,265.856,0.001
2019-01-09 11:00,2.911,0.0,0.0,0.0,1.28,177.11,281.785,0.001
2019-01-09 12:00,2.945,0.0,0.0,0.0,1.28,150.02,248.312,0.002
2019-01-09 13:00,2.67,0.0,0.0,0.0,1.282,91.192,167.904,0.006
2019-01-09 14:00,2.024,0.0,0.0,0.0,1.284,19.907,48.455,0.032
2019-01-09 15:00,1.329,0.0,0.0,0.0,1.287,0.0,0.0,0.451
2019-01-09 16:00,0.808,0.0,0.0,0.0,1.29,0.0,0.0,0.815
2019-01-09 17:00,0.395,0.0,0.0,0.0,1.292,0.0,0.0,0.936
2019-01-09 18:00,0.038,0.0,0.0,0.0,1.293,0.0,0.0,0.953
2019-01-09 19:00,0.189,0.0,0.0,0.0,1.294,0.0,0.0,0.976
2019-01-09 20:00,0.181,0.0,0.0,0.0,1.294,0.0,0.0,0.971
2019-01-09 21:00,0.08,0.0,0.0,0.0,1.293,0.0,0.0,0.985
2019-01-09 22:00,0.237,0.0,0.0,0.0,1.293,0.0,0.0,0.984
2019-01-09 23:00,0.338,0.0,0.0,0.0,1.292,0.0,0.0,0.984
2019-01-10 00:00,0.349,0.0,0.0,0.0,1.292,0.0,0.0,0.992
2019-01-10 01:00,0.57,0.0,0.0,0.0,1.292,0.0,0.0,0.992
2019-01-10 02:00,0.596,0.0,0.0,0.0,1.292,0.0,0.0,0.993
2019-01-10 03:00,0.501,0.0,0.0,0.0,1.293,0.0,0.0,0.992
2019-01-10 04:00,0.324,0.0,0.0,0.0,1.294,0.0,0.0,0.993
2019-01-10 05:00,0.273,0.001,0.001,0.0,1.295,0.0,0.0,0.986
2019-01-10 06:00,0.145,0.002,0.001,0.0,1.296,0.0,0.0,0.938
2019-01-10 07:00,-0.057,0.003,0.002,0.0,1.296,0.354,3.221,0.861
2019-01-10 08:00,0.29,0.004,0.003,0.0,1.297,23.866,97.058,0.851
2019-01-10 09:00,0.979,0.005,0.003,0.0,1.296,65.008,205.075,0.834
2019-01-10 10:00,1.396,0.008,0.004,0.001,1.295,91.015,269.231,0.89
2019-01-10 11:00,1.68,0.024,0.0,0.0,1.293,96.174,285.16,0.926
2019-01-10 12:00,1.756,0.076,0.0,0.0,1.291,72.024,251.67,0.956
2019-01-10 13:00,1.576,0.178,0.006,0.002,1.291,31.97,171.182,0.986
2019-01-10 14:00,1.408,0.266,0.0,0.006,1.291,4.871,51.115,0.996
2019-01-10 15:00,1.483,0.187,0.0,0.006,1.29,0.0,0.0,0.997
2019-01-10 16:00,1.74,0.103,0.0,0.006,1.287,0.0,0.0,0.998
2019-01-10 17:00,2.062,0.067,0.006,0.007,1.285,0.0,0.0,0.997
2019-01-10 18:00,2.453,0.057,0.002,0.006,1.282,0.0,0.0,0.988
2019-01-10 19:00,2.824,0.042,0.0,0.006,1.28,0.0,0.0,0.936
2019-01-10 20:00,3.181,0.039,0.0,0.006,1.277,0.0,0.0,0.927
2019-01-10 21:00,3.646,0.033,0.0,0.005,1.274,0.0,0.0,0.938
2019-01-10 22:00,4.233,0.029,0.0,0.005,1.269,0.0,0.0,0.945
2019-01-10 23:00,4.758,0.022,0.0,0.005,1.266,0.0,0.0,0.943
2019-01-11 00:00,4.994,0.018,0.0,0.005,1.264,0.0,0.0,0.932
2019-01-11 01:00,5.123,0.017,0.0,0.004,1.262,0.0,0.0,0.929
2019-01-11 02:00,5.248,0.018,0.0,0.004,1.261,0.0,0.0,0.928
2019-01-11 03:00,5.484,0.02,0.0,0.004,1.259,0.0,0.0,0.918
2019-01-11 04:00,5.993,0.019,0.0,0.004,1.255,0.0,0.0,0.938
2019-01-11 05:00,6.289,0.022,0.0,0.003,1.253,0.0,0.0,0.952
2019-01-11 06:00,6.376,0.02,0.0,0.003,1.252,0.0,0.0,0.965
2019-01-11 07:00,6.325,0.012,0.0,0.003,1.252,0.302,3.915,0.979
2019-01-11 08:00,6.217,0.004,0.0,0.003,1.252,20.254,100.402,0.937
2019-01-11 09:00,6.241,0.001,0.0,0.002,1.252,81.974,208.519,0.786
2019-01-11 10:00,6.377,0.0,0.0,0.0,1.252,162.114,272.731,0.319
2019-01-11 11:00,6.427,0.0,0.0,0.0,1.252,177.163,288.66,0.04
2019-01-11 12:00,6.243,0.0,0.0,0.0,1.253,155.483,255.187,0.215
2019-01-11 13:00,5.781,0.0,0.0,0.0,1.254,94.206,174.648,0.689
2019-01-11 14:00,4.97,0.0,0.0,0.0,1.257,20.982,53.983,0.917
2019-01-11 15:00,4.141,0.0,0.0,0.0,1.261,0.0,0.0,0.935
2019-01-11 16:00,3.577,0.0,0.0,0.0,1.264,0.0,0.0,0.958
2019-01-11 17:00,3.074,0.0,0.0,0.0,1.267,0.0,0.0,0.942
2019-01-11 18:00,2.663,0.0,0.0,0.0,1.268,0.0,0.0,0.968
2019-01-11 19:00,2.274,0.0,0.0,0.0,1.27,0.0,0.0,0.963
2019-01-11 20:00,1.819,0.0,0.0,0.0,1.271,0.0,0.0,0.937
2019-01-11 21:00,1.532,0.0,0.0,0.0,1.272,0.0,0.0,0.878
2019-01-11 22:00,1.509,0.0,0.0,0.0,1.273,0.0,0.0,0.863
2019-01-11 23:00,1.488,0.0,0.0,0.0,1.273,0.0,0.0,0.93
2019-01-12 00:00,1.436,0.0,0.0,0.0,1.273,0.0,0.0,0.962
2019-01-12 01:00,1.423,0.001,0.0,0.0,1.274,0.0,0.0,0.962
2019-01-12 02:00,1.619,0.0,0.0,0.0,1.274,0.0,0.0,0.937
2019-01-12 03:00,1.556,0.001,0.0,0.0,1.273,0.0,0.0,0.952
2019-01-12 04:00,1.616,0.003,0.0,0.0,1.272,0.0,0.0,0.963
2019-01-12 05:00,1.94,0.012,0.0,0.0,1.269,0.0,0.0,0.966
2019-01-12 06:00,2.641,0.029,0.0,0.0,1.264,0.0,0.0,0.976
2019-01-12 07:00,3.444,0.05,0.0,0.0,1.259,0.521,4.716,0.994
2019-01-12 08:00,4.139,0.116,0.0,0.0,1.255,11.393,103.905,0.997
2019-01-12 09:00,4.501,0.436,0.0,0.0,1.252,26.636,212.144,0.984
2019-01-12 10:00,4.688,0.601,0.0,0.0,1.249,38.957,276.449,0.903
2019-01-12 11:00,5.052,0.253,0.0,0.0,1.246,42.48,292.41,0.814
2019-01-12 12:00,5.526,0.07,0.0,0.0,1.242,45.685,258.898,0.847
2019-01-12 13:00,5.473,0.038,0.0,0.0,1.241,20.534,178.228,0.867
2019-01-12 14:00,5.243,0.052,0.0,0.0,1.24,5.731,57.063,0.849
2019-01-12 15:00,5.06,0.084,0.0,0.0,1.241,0.0,0.0,0.875
2019-01-12 16:00,4.855,0.119,0.0,0.0,1.241,0.0,0.0,0.907
2019-01-12 17:00,4.678,0.099,0.0,0.0,1.242,0.0,0.0,0.861
2019-01-12 18:00,4.726,0.09,0.0,0.0,1.242,0.0,0.0,0.891
2019-01-12 19:00,4.905,0.054,0.0,0.0,1.242,0.0,0.0,0.916
2019-01-12 20:00,4.906,0.044,0.0,0.0,1.242,0.0,0.0,0.948
2019-01-12 21:00,4.898,0.043,0.0,0.0,1.243,0.0,0.0,0.887
2019-01-12 22:00,4.747,0.036,0.0,0.0,1.243,0.0,0.0,0.765
2019-01-12 23:00,4.651,0.034,0.0,0.0,1.243,0.0,0.0,0.836
2019-01-13 00:00,4.699,0.031,0.0,0.0,1.242,0.0,0.0,0.969
2019-01-13 01:00,4.832,0.016,0.0,0.0,1.241,0.0,0.0,0.996
2019-01-13 02:00,5.083,0.01,0.0,0.0,1.239,0.0,0.0,0.989
2019-01-13 03:00,5.194,0.011,0.0,0.0,1.238,0.0,0.0,0.968
2019-01-13 04:00,5.107,0.017,0.0,0.0,1.237,0.0,0.0,0.789
2019-01-13 05:00,4.968,0.059,0.0,0.0,1.236,0.0,0.0,0.724
2019-01-13 06:00,4.943,0.352,0.0,0.0,1.234,0.0,0.0,0.808
2019-01-13 07:00,5.147,0.523,0.0,0.0,1.231,0.334,5.635,0.814
2019-01-13 08:00,6.04,0.295,0.0,0.0,1.225,8.986,107.567,0.821
2019-01-13 09:00,6.946,0.115,0.0,0.0,1.218,28.391,215.921,0.71
2019-01-13 10:00,7.163,0.115,0.0,0.0,1.216,67.887,280.324,0.74
2019-01-13 11:00,7.051,0.153,0.0,0.0,1.215,53.605,296.252,0.852
2019-01-13 12:00,6.883,0.182,0.0,0.0,1.215,30.27,262.704,0.877
2019-01-13 13:00,6.687,0.171,0.0,0.0,1.214,19.839,182.041,0.858
2019-01-13 14:00,6.391,0.111,0.0,0.0,1.215,4.96,60.353,0.815
2019-01-13 15:00,6.134,0.054,0.0,0.0,1.215,0.0,0.001,0.703
2019-01-13 16:00,5.946,0.022,0.0,0.0,1.216,0.0,0.0,0.508
2019-01-13 17:00,5.514,0.008,0.0,0.0,1.218,0.0,0.0,0.323
2019-01-13 18:00,4.795,0.018,0.0,0.0,1.223,0.0,0.0,0.045
2019-01-13 19:00,4.133,0.013,0.0,0.0,1.228,0.0,0.0,0.017
2019-01-13 20:00,3.583,0.003,0.0,0.0,1.233,0.0,0.0,0.015
2019-01-13 21:00,3.067,0.001,0.0,0.0,1.238,0.0,0.0,0.01
2019-01-13 22:00,2.411,0.001,0.0,0.0,1.243,0.0,0.0,0.01
2019-01-13 23:00,1.759,0.002,0.0,0.0,1.248,0.0,0.0,0.021
2019-01-14 00:00,1.115,0.003,0.001,0.0,1.253,0.0,0.0,0.06
2019-01-14 01:00,0.613,0.003,0.001,0.0,1.257,0.0,0.0,0.146
2019-01-14 02:00,0.346,0.005,0.0,0.0,1.26,0.0,0.0,0.199
2019-01-14 03:00,0.108,0.006,0.0,0.0,1.263,0.0,0.0,0.201
2019-01-14 04:00,-0.146,0.006,0.004,0.0,1.265,0.0,0.0,0.222
2019-01-14 05:00,-0.361,0.007,0.005,0.001,1.267,0.0,0.0,0.224
2019-01-14 06:00,-0.283,0.006,0.004,0.001,1.267,0.0,0.0,0.248
2019-01-14 07:00,-0.152,0.003,0.002,0.0,1.268,1.567,6.681,0.225
2019-01-14 08:00,0.058,0.001,0.0,0.0,1.268,45.345,111.383,0.211
2019-01-14 09:00,0.588,0.001,0.0,0.0,1.267,108.533,219.865,0.168
2019-01-14 10:00,1.125,0.001,0.0,0.0,1.266,164.386,284.324,0.078
2019-01-14 11:00,1.528,0.001,0.0,0.0,1.265,189.15,300.285,0.05
